[26752:5440:0308/174245.160:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[26752:5440:0308/174245.523:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[27316:20400:0308/174255.062:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-CACF0AC5EEE1BB08FFE9333288A1EF75 will be ignored
[26752:5440:0308/174512.182:ERROR:device_event_log_impl.cc(196)] [17:45:12.165] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[26752:25992:0308/183645.477:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=73})
[26752:25992:0308/183647.494:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183651.495:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=75})
[26752:25992:0308/183652.480:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183653.479:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=73})
[26752:25992:0308/183654.469:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=72})
[26752:25992:0308/183655.570:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=73})
[26752:5440:0308/183657.387:VERBOSE1:device_event_log_impl.cc(198)] [18:36:57.387] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[26752:5440:0308/183657.387:VERBOSE1:device_event_log_impl.cc(198)] [18:36:57.387] Display: EVENT: screen_win.cc:895 Display[3727489180] bounds=[0,0 1920x1080], workarea=[0,0 1920x1032], scale=1, rotation=0, panel_rotation=0 external detected
[26752:25992:0308/183657.648:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=100})
[26752:25992:0308/183707.514:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=71})
[26752:25992:0308/183708.493:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=70})
[26752:25992:0308/183710.491:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=69})
[26752:25992:0308/183712.488:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=71})
[26752:25992:0308/183713.493:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=100})
